Year,Venue,Title,Authors,DOI,Citations
2022,T-ITS,Computation Offloading for Energy and Delay Trade-Offs With Traffic Flow Prediction in Edge Computing-Enabled IoV,Xiaolong Xu; Chenyi Yang; Muhammad Bilal; Weimin Li; Huihui Wang,https://doi.org/10.1109/tits.2022.3221975,41
2022,T-IE,Modified Deadbeat Predictive Current Control Method for Single-Phase AC–DC PFC Converter in EV Charging System,Yuxuan Bi; Chao Wu; Tong Zhao; Houji Li; Junzhong Xu,https://doi.org/10.1109/tie.2022.3156151,40
2022,T-CST,Incremental Model Predictive Control Exploiting Time-Delay Estimation for a Robot Manipulator,Yongchao Wang; Marion Leibold; Jinoh Lee; Wenyan Ye; Jing Xie,https://doi.org/10.1109/tcst.2022.3142629,40
2024,T-AC,Data-Driven Distributed Predictive Tracking Control for Heterogeneous Nonlinear Multiagent Systems With Communication Delays,Yi Huang; Shuai Liu; Yi Yu; Wenshan Hu,https://doi.org/10.1109/tac.2024.3357529,39
2012,T-IE,Design of An Advanced Time Delay Measurement and A Smart Adaptive Unequal Interval Grey Predictor for Real-Time Nonlinear Control Systems,Dinh Quang Truong; Kyoung Kwan Ahn; Nguyen Thanh Trung,https://doi.org/10.1109/tie.2012.2213552,39
2019,T-II,Disturbance Rejection for Input-Delay System Using Observer-Predictor-Based Output Feedback Control,Youwu Du; Weihua Cao; Jinhua She; Min Wu; Mingxing Fang,https://doi.org/10.1109/tii.2019.2947431,39
2014,T-VT,Energy-Efficient Power Allocation for Delay-Sensitive Multimedia Traffic Over Wireless Systems,Lingjia Liu; Yang Yi; Jean‐François Chamberland; Jianzhong Zhang,https://doi.org/10.1109/tvt.2014.2313864,39
2011,CEP,Robustness of a discrete-time predictor-based controller for time-varying measurement delay,A. Gonzalez; Pedro García; Pedro Albertos; Pedro Á. Castillo; Rogelio Lozano,https://doi.org/10.1016/j.conengprac.2011.09.001,39
2023,T-II,Robust Learning and Control of Time-Delay Nonlinear Systems With Deep Recurrent Koopman Operators,Minghao Han; Zhaojian Li; Xiang Yin; Xunyuan Yin,https://doi.org/10.1109/tii.2023.3328432,38
2024,T-AES,Integrated Predictor–Observer Feedback Control for Vibration Mitigation of Large-Scale Spacecraft With Unbounded Input Time Delay,Bailiang Lyu; Chuang Liu; Xiaokui Yue,https://doi.org/10.1109/taes.2024.3505851,38
2020,T-AC,Compensation of Spatially Varying Input Delay in Distributed Control of Reaction-Diffusion PDEs,Jie Qi; Miroslav Krstić,https://doi.org/10.1109/tac.2020.3027662,37
2018,IJRNC,Rejection of mismatched disturbances for systems with input delay via a predictive extended state observer,Ricardo Sanz; Pedro García; Emilia Fridman; Pedro Albertos,https://doi.org/10.1002/rnc.4027,37
2017,T-IE,Minimization of Torque Ripple in the DFIG-DC System Via Predictive Delay Compensation,G.D. Marques; Matteo F. Iacchetti,https://doi.org/10.1109/tie.2017.2716860,37
2020,T-AC,Global Stabilization of Discrete-Time Linear Systems Subject to Input Saturation and Time Delay,Xuefei Yang; Bin Zhou; Frédéric Mazenc; James Lam,https://doi.org/10.1109/tac.2020.2989791,36
2021,Automatica,Distributed stochastic model predictive control for cyber–physical systems with multiple state delays and probabilistic saturation constraints,Langwen Zhang; Bohui Wang; Yuanlong Li; Yang Tang,https://doi.org/10.1016/j.automatica.2021.109574,36
2020,T-IE,Fault-Tolerant Robust Model-Predictive Control of Uncertain Time-Delay Systems Subject to Disturbances,Owais Khan; Ghulam Mustafa; Abdul Qayyum Khan; Muhammad Abid; Muhammad Zulqarnain Haider Ali,https://doi.org/10.1109/tie.2020.3029469,36
2017,T-CST,Metro Traffic Modeling and Regulation in Loop Lines Using a Robust Model Predictive Controller to Improve Passenger Satisfaction,Bijan Moaveni; Sima Najafi,https://doi.org/10.1109/tcst.2017.2735945,36
2011,T-IE,A New Variable-Frequency Optimal Direct Power Control Algorithm,Jaime Alonso-Martínez; Joaquin Eloy‐García; David Santos-Martín; Santiago Arnaltes,https://doi.org/10.1109/tie.2011.2167732,35
2022,T-IE,Robust Cascaded Deadbeat Predictive Control for Dual Three-Phase Variable-Flux PMSM Considering Intrinsic Delay in Speed Loop,Kailiang Yu; Zheng Wang; Wei Hua; Ming Cheng,https://doi.org/10.1109/tie.2022.3142400,35
2023,T-ITS,Robust String Stability and Safety of CTH Predictor-Feedback CACC,Nikolaos Bekiaris‐Liberis,https://doi.org/10.1109/tits.2023.3265209,35
2015,T-CST,Truncated Predictor Feedback for Periodic Linear Systems With Input Delays With Applications to the Elliptical Spacecraft Rendezvous,Bin Zhou; Zhao‐Yan Li,https://doi.org/10.1109/tcst.2015.2411228,35
2017,Automatica,Prediction-based control for systems with state and several input delays,Vladimir L. Kharitonov,https://doi.org/10.1016/j.automatica.2017.01.028,34
2017,Automatica,Maximum delay bounds of linear systems under delay independent truncated predictor feedback,Yusheng Wei; Zongli Lin,https://doi.org/10.1016/j.automatica.2017.05.003,34
2022,JFI,Echo state network with multiple delayed outputs for multiple delayed time series prediction,Xianshuang Yao; Yanning Shao; Siyuan Fan; Shengxian Cao,https://doi.org/10.1016/j.jfranklin.2022.09.059,34
2016,Automatica,High-gain-predictor-based output feedback control for time-delay nonlinear systems,Jing Lei; Hassan K. Khalil,https://doi.org/10.1016/j.automatica.2016.05.026,33
2023,T-ITS,Flight Delay Prediction With Priority Information of Weather and Non-Weather Features,Qiang Li; Ranzhe Jing; Zhijie Dong,https://doi.org/10.1109/tits.2023.3270743,33
2018,T-VT,Prediction of Time-Varying Multi-User MIMO Channels Based on DOA Estimation Using Compressed Sensing,Shunsuke Uehashi; Yasutaka Ogawa; Toshihiko Nishimura; Takeo Ohgane,https://doi.org/10.1109/tvt.2018.2882214,33
2019,CEP,Multi-time-scale TFe prediction for iron ore sintering process with complex time delay,Xiaoxia Chen; Xuhua Shi; Chudong Tong,https://doi.org/10.1016/j.conengprac.2019.05.012,33
2019,T-AC,Continuous-Time and Sampled-Data Stabilizers for Nonlinear Systems With Input and Measurement Delays,Stefano Battilotti,https://doi.org/10.1109/tac.2019.2919127,32
2021,Automatica,Stability analysis and predictor feedback control for systems with unbounded delays,Xiang Xu; Lu Liu; Miroslav Krstić; Gang Feng,https://doi.org/10.1016/j.automatica.2021.109958,32
2016,RAL,Generalized Predictive Control of a Surgical Robot for Beating-Heart Surgery Under Delayed and Slowly-Sampled Ultrasound Image Data,Meaghan Bowthorpe; Mahdi Tavakoli,https://doi.org/10.1109/lra.2016.2530859,32
2005,T-CST,Network-based control with real-time prediction of delayed/lost sensor data,Won-jong Kim; Kun Ji; Abhinav Srivastava,https://doi.org/10.1109/tcst.2005.859630,32
2020,T-AC,Observer-Based Decentralized Predictor Control for Large-Scale Interconnected Systems With Large Delays,Yang Zhu; Emilia Fridman,https://doi.org/10.1109/tac.2020.3011396,31
2022,T-AC,Predictor-Based Global Sampled-Data Output Feedback Stabilization for Nonlinear Uncertain Systems Subject to Delayed Output,Jiankun Sun; Jun Yang; Shihua Li; Zhigang Zeng,https://doi.org/10.1109/tac.2022.3160234,31
2018,IJRNC,Distributed adaptive model‐based event‐triggered predictive control for consensus of multiagent systems,Xiuxia Yin; Dong Yue; Songlin Hu; Huaipin Zhang,https://doi.org/10.1002/rnc.4370,31
2015,T-AES,UGHF for acoustic tracking with state-dependent propagation delay,Rong Yang; Yaakov Bar‐Shalom; Hong Huang; Gee Wah Ng,https://doi.org/10.1109/taes.2015.140386,31
2000,JIRS,A Neural Net Predictive Control for Telerobots with Time Delay,Jih-Jenn Huang; Frank L. Lewis; K. Liu,https://doi.org/10.1023/a:1008158209668,31
2014,T-AC,Truncated Predictor Feedback Stabilization of Polynomially Unstable Linear Systems With Multiple Time-Varying Input Delays,Bin Zhou; Zongli Lin,https://doi.org/10.1109/tac.2013.2297188,30
2016,T-IE,A Novel Robust Predictive Control System Over Imperfect Networks,Dinh Quang Truong; Kyoung Kwan Ahn; James Marco,https://doi.org/10.1109/tie.2016.2580124,30
2021,T-IE,128-Channel High-Linearity Resolution-Adjustable Time-to-Digital Converters for LiDAR Applications: Software Predictions and Hardware Implementations,Wujun Xie; Y. Wang; Haochang Chen; David Li,https://doi.org/10.1109/tie.2021.3076708,30
2018,T-II,Wide Area Predictive Control of Power System Considering Communication Delay and Data Drops,Priyatosh Mahish; Ashok Kumar Pradhan; Avinash Sinha,https://doi.org/10.1109/tii.2018.2876504,30
2023,T-II,Periodic Event-Triggered Robust Distributed Model Predictive Control for Multiagent Systems With Input and Communication Delays,Mengzhi Wang; Chengcheng Zhao; Jinhui Xia; Jian Sun,https://doi.org/10.1109/tii.2023.3245189,30
2019,T-CST,Coordinated Path-Following Control for Multiple Autonomous Vehicles With Communication Time Delays,Dongliang Chen; Shuai Liu,https://doi.org/10.1109/tcst.2019.2921262,30
2010,Mechatronics,A predictor for operator input for time-delayed teleoperation,Christian Smith; Patric Jensfelt,https://doi.org/10.1016/j.mechatronics.2010.03.002,30
2015,T-AC,Distributed Nonlinear MPC of Multi-Agent Systems With Data Compression and Random Delays,Sami El Ferik; Bilal Siddiqui; Frank L. Lewis,https://doi.org/10.1109/tac.2015.2449791,29
2020,T-AC,Predictor Feedback for Uncertain Linear Systems With Distributed Input Delays,Yang Zhu; Miroslav Krstić; Hongye Su,https://doi.org/10.1109/tac.2020.2966721,29
2021,T-AC,Delay-Adaptive Predictor Feedback Control of Reaction–Advection–Diffusion PDEs With a Delayed Distributed Input,Shanshan Wang; Mamadou Diagne; Jie Qi,https://doi.org/10.1109/tac.2021.3109512,29
2023,NonlinDyn,Model reduction for nonlinearizable dynamics via delay-embedded spectral submanifolds,Joar Axås; George Haller,https://doi.org/10.1007/s11071-023-08705-2,29
2011,JFI,Minimization of disturbances effects in time delay predictor-based sliding mode control systems,Andrey Polyakov,https://doi.org/10.1016/j.jfranklin.2011.06.028,29
2019,T-Mech,A Delay Compensation Framework for Predicting Heading in Teleoperated Ground Vehicles,Yingshi Zheng; Mark Brudnak; Paramsothy Jayakumar; Jeffrey L. Stein; Tulga Ersal,https://doi.org/10.1109/tmech.2019.2936313,29
2006,T-CST,Multivariable Smith Predictors Design for Nonsquare Plants,Weidong Zhang; Chong Lin,https://doi.org/10.1109/tcst.2006.880219,29
2022,T-CST,Delay-Adaptive Control of a 7-DOF Robot Manipulator: Design and Experiments,Alexander Bertino; Peiman Naseradinmousavi; Miroslav Krstić,https://doi.org/10.1109/tcst.2022.3152363,29
2016,T-AC,Predictor-Based Control of Systems With State Multiplicative Noise,Eli Gershon; Emilia Fridman; U. Shaked,https://doi.org/10.1109/tac.2016.2593968,28
2014,Automatica,Predictor based stabilization of neutral type systems with input delay,Vladimir L. Kharitonov,https://doi.org/10.1016/j.automatica.2014.11.005,28
2018,Automatica,Distributed predictor-based stabilization of continuous interconnected systems with input delays,Kun‐Zhi Liu; Xi‐Ming Sun; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2018.01.030,28
2015,IJRNC,Compensation of time-varying input delay for discrete-time nonlinear systems,Joon‐Young Choi; Miroslav Krstić,https://doi.org/10.1002/rnc.3382,28
2021,JFI,Constrained model predictive fault-tolerant control for multi-time-delayed batch processes with disturbances: A Lyapunov-Razumikhin function method,Limin Wang; Song Jiang; Ridong Zhang; Furong Gao,https://doi.org/10.1016/j.jfranklin.2021.09.028,28
2022,T-IE,Predictor-Based Extended State Observer for Disturbance Rejection Control of Multirate Systems With Measurement Delay,Jiankun Sun; Xiangyang Liu; Jun Yang; Zhigang Zeng; Shihua Li,https://doi.org/10.1109/tie.2022.3172756,28
2022,AST,Prediction of ignition delay times of Jet A-1/hydrogen fuel mixture using machine learning,Yunzhe Huang; Chongwen Jiang; Kaidi Wan; Zhenxun Gao; Luc Vervisch,https://doi.org/10.1016/j.ast.2022.107675,28
2023,T-ITS,Predictive Display With Perspective Projection of Surroundings in Vehicle Teleoperation to Account Time-Delays,Jai Prakash; Michele Vignati; Daniele Vignarca; Edoardo Sabbioni; Federico Cheli,https://doi.org/10.1109/tits.2023.3268756,28
2023,NonlinDyn,Application of a time-delay SIR model with vaccination in COVID-19 prediction and its optimal control strategy,Suyalatu Dong; Linlin Xu; A Yana; Zhong-Zhou Lan; Ding Xiao,https://doi.org/10.1007/s11071-023-08308-x,27
2003,T-AC,2dof controller parametrization for systems with a single i/o delay,Leonid Mirkin; Qing‐Chang Zhong,https://doi.org/10.1109/tac.2003.819286,26
2023,T-II,A Cooperative Silicon Content Dynamic Prediction Method With Variable Time Delay Estimation in the Blast Furnace Ironmaking Process,Zhaohui Jiang; Ke Jiang; Yongfang Xie; Dong Pan; Weihua Gui,https://doi.org/10.1109/tii.2023.3268740,26
2014,T-CST,Predictor-Based Remote Tracking Control of a Mobile Robot,Alejandro Alvarez-Aguirre; Nathan van de Wouw; Toshiki Oguchi; Henk Nijmeijer,https://doi.org/10.1109/tcst.2014.2304741,26
2018,Mechatronics,A study on actuator delay compensation using predictive control technique with experimental verification,Asal Nahidi; Amir Khajepour; Alireza Kasaeizadeh; Shih-Ken Chen; Bakhtiar Litkouhi,https://doi.org/10.1016/j.mechatronics.2018.11.007,26
2021,Automatica,Output-feedback anti-disturbance predictor-based control for discrete-time systems with time-varying input delays,Antonio González; Pedro García,https://doi.org/10.1016/j.automatica.2021.109627,25
2006,JGCD,Endgame Guidance and Relative Navigation of Strategic Interceptors with Delays,Hari B. Hablani,https://doi.org/10.2514/1.12748,25
2021,T-ITS,The Bounds of Improvements Toward Real-Time Forecast of Multi-Scenario Train Delays,Jianqing Wu; Yihui Wang; Bo Du; Qiang Wu; Yanlong Zhai,https://doi.org/10.1109/tits.2021.3099031,25
2012,JIRS,Predictor-based Position Control of a Quad-rotor with Delays in GPS and Vision Measurements,Jairo Ordaz; Sergio Salazar; Sabine Mondié; Hugo Romero; Rogelio Lozano,https://doi.org/10.1007/s10846-012-9714-5,25
2014,T-CST,Design and Practical Implementation of External Consensus Protocol for Networked Multiagent Systems With Communication Delays,Nurul Adilla Mohd Subha; Shuai Liu,https://doi.org/10.1109/tcst.2014.2341617,25
2017,IJRNC,Robust control for uncertain linear delay systems via sliding mode control,A.G. Loukianov; H. Caballero‐Barragán; Linda Patricia Osuna-Ibarra; O. Espinosa‐Guerra; B. Castillo–Toledo,https://doi.org/10.1002/rnc.3834,24
2022,T-IE,Adaptive Smith Predictor for Enhanced Stability of Power Hardware-in-the-Loop Setups,Zhiwang Feng; Rafael Peña‐Alzola; Mazheruddin Syed; Patrick Norman; Graeme Burt,https://doi.org/10.1109/tie.2022.3224196,24
2006,IJRR,Discrete-time Linear Quadratic Gaussian Control for Teleoperation Under Communication Time Delay,Shahin Sirouspour; Ali Shahdi,https://doi.org/10.1177/0278364906061081,23
2018,T-AC,Sequential Predictors Under Time-Varying Feedback and Measurement Delays and Sampling,Jerome Weston; Michael Malisoff,https://doi.org/10.1109/tac.2018.2874694,23
2020,Automatica,Sub-predictors for network-based control under uncertain large delays,Yang Zhu; Emilia Fridman,https://doi.org/10.1016/j.automatica.2020.109350,23
2004,IJRNC,Model predictive control for constrained systems with uncertain state‐delays,Xiaobing Hu; Wen‐Hua Chen,https://doi.org/10.1002/rnc.963,23
2020,JFI,"Stability, bifurcation prediction and optimal control of a delayed integer-order small-world network based on the fractional-order PD control policy of variable order",Binbin Tao; Min Xiao; Guo‐Ping Jiang; Jinde Cao,https://doi.org/10.1016/j.jfranklin.2020.08.004,23
2020,T-IE,Predictive Active Disturbance Rejection Control for Servo Systems With Communication Delays Via Sliding Mode Approach,Ping Li; Lin Wang; Guoli Zhu; Mingming Zhang,https://doi.org/10.1109/tie.2020.3039203,23
2020,T-IE,Predictive Descriptor Observer Design for a Class of Linear Time-Invariant Systems With Applications to Quadrotor Trajectory Tracking,Chunyan Wang; Wei Dong; Jianan Wang; Zhengtao Ding,https://doi.org/10.1109/tie.2020.3028803,23
2019,T-IV,Semi-Persistent Resource Allocation Based on Traffic Prediction for Vehicular Communications,Ping Chu; J. Andrew Zhang; Xiaoxiang Wang; Gengfa Fang; Dongyu Wang,https://doi.org/10.1109/tiv.2019.2955911,23
2016,Mechatronics,Smith predictor based delay compensation for a hardware-in-the-loop docking simulator,Chenkun Qi; Feng Gao; Xianchao Zhao; Anye Ren; Qian Wang,https://doi.org/10.1016/j.mechatronics.2016.04.005,23
2000,Automatica,Robust state-predictive control with separation property: A reduced-state design for control systems with non-equal time delays,Bogdan Marinescu; Henri Bourlès,https://doi.org/10.1016/s0005-1098(99)00166-1,22
2020,Automatica,Robustness of constant-delay predictor feedback for in-domain stabilization of reaction–diffusion PDEs with time- and spatially-varying input delays,Hugo Lhachemi; Christophe Prieur; Robert Shorten,https://doi.org/10.1016/j.automatica.2020.109347,22
2020,IJRNC,Robust model predictive control for nonlinear parameter varying systems without computational delay,Jianglin Lan; Dezong Zhao,https://doi.org/10.1002/rnc.5235,22
2020,IJRNC,Prediction schemes for disturbance attenuation of discrete‐time linear systems with input‐delay,Ai‐Guo Wu; Yu Wang,https://doi.org/10.1002/rnc.5303,22
2018,JFI,Improving the performance of networked control systems with time delay and data dropouts based on fuzzy model predictive control,Ahmad Sakr; Ahmad M. El-Nagar; Mohammad El-Bardini; Mohammed Sharaf,https://doi.org/10.1016/j.jfranklin.2018.07.012,22
2020,T-IE,Increment Count Method and Its PLC-Based Implementation for Autotuning of Reduced-Order ADRC With Smith Predictor,Patryk Grelewicz; Paweł Nowak; Jacek Czeczot; Jakub Musial,https://doi.org/10.1109/tie.2020.3045696,22
2024,ESWA,Prediction of flight delay using deep operator network with gradient-mayfly optimisation algorithm,Desmond Bala Bisandu; Irene Moulitsas,https://doi.org/10.1016/j.eswa.2024.123306,22
2010,Automatica,A predictor–corrector type algorithm for the pseudospectral abscissa computation of time-delay systems,Suat Gümüşsoy; Wim Michiels,https://doi.org/10.1016/j.automatica.2010.01.032,21
2015,Automatica,Non-predictor controller for feedforward and non-feedforward nonlinear systems with an unknown time-varying delay in the input,Min‐Sung Koo; Ho‐Lim Choi,https://doi.org/10.1016/j.automatica.2015.11.033,21
2015,IJRNC,Robust output regulation of linear time-delay systems: A state predictor approach,Se Young Yoon; Zongli Lin,https://doi.org/10.1002/rnc.3374,21
2018,IJRNC,Inverse optimal control for strict‐feedforward nonlinear systems with input delays,Xiushan Cai; Cong Lin; Leipo Liu; Xisheng Zhan,https://doi.org/10.1002/rnc.4062,21
2017,JFI,Nonfragile robust model predictive control for uncertain constrained time-delayed system with compensations,Wei Jiang; Hongli Wang; Jinghui Lu; Weiwei Qin; Guangbin Cai,https://doi.org/10.1016/j.jfranklin.2017.02.001,21
2022,T-IE,Robust Predictor-Based Control for Multirotor UAV With Various Time Delays,Seong-Min Lee; Minho Shin; Hungsun Son,https://doi.org/10.1109/tie.2022.3224130,21
2011,T-AES,Multipath Insensitive Delay Lock Loop in GNSS Receivers,Nabil Jardak; Alexandre Vervisch-Picois; Nel Samama,https://doi.org/10.1109/taes.2011.6034653,21
2002,T-CST,Automatic Smith-predictor tuning using optimal parameter mismatch,Jih-Jenn Huang; Daniel B. DeBra,https://doi.org/10.1109/87.998035,21
2022,JAS,Robust Stability Analysis of Smith Predictor Based Interval Fractional-Order Control Systems: A Case Study in Level Control Process,Majid Ghorbani; Mahsan Tavakoli‐Kakhki; Aleksei Tepljakov; Eduard Petlenkov,https://doi.org/10.1109/jas.2022.105986,21
2009,T-RO,Motion Synchronization Control of Distributed Multisubsystems With Invariant Local Natural Dynamics,Joono Cheong; Silviu‐Iulian Niculescu; C. Kim,https://doi.org/10.1109/tro.2008.2011529,20
2012,NonlinDyn,Constrained predictive synchronization of discrete-time chaotic Lur’e systems with time-varying delayed feedback control,Oh‐Min Kwon; Jin-Hee Son; Sangmoon Lee,https://doi.org/10.1007/s11071-012-0697-3,20
2022,JAS,Comparison of Three Data-Driven Networked Predictive Control Methods for a Class of Nonlinear Systems,Zhong‐Hua Pang; Xueying Zhao; Jian Sun; Yuntao Shi; Shuai Liu,https://doi.org/10.1109/jas.2022.105830,20
2003,IJRR,Improvement of the Prediction Quality for Visual Servoing with a Switching Kalman Filter,Stefan Chroust; Markus Vincze,https://doi.org/10.1177/027836490302210008,19
2022,T-AC,Robust Model Predictive Control Using a Two-Step Triggering Scheme,Li Deng; Zhan Shu; Tongwen Chen,https://doi.org/10.1109/tac.2022.3170370,19
2023,T-AC,Contraction-Based Stochastic Model Predictive Control for Nonlinear Systems With Input Delay Using Multidimensional Taylor Network,Guobiao Wang; Hong‐Sen Yan; Xiao‐Yi Zheng,https://doi.org/10.1109/tac.2023.3281349,19
2006,Automatica,Design of robust output predictors under scarce measurements with time-varying delays,Roberto Sanchís; Ignacio Peñarrocha; Pedro Albertos,https://doi.org/10.1016/j.automatica.2006.08.016,19
2020,Automatica,Stability of linear systems with sawtooth input delay and predictor-based controller,Haoyuan Sun; Jian Sun; Jie Chen,https://doi.org/10.1016/j.automatica.2020.108949,19
2021,Automatica,Multivariable extremum seeking with distinct delays using a one-stage sequential predictor,Michael Malisoff; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2020.109462,19
2022,T-ITS,Hybrid Recurrent Neural Network Modeling for Traffic Delay Prediction at Signalized Intersections Along an Urban Arterial,Arun Bala Subramaniyan; Chieh Wang; Yunli Shao; Li Wan; Hong Wang,https://doi.org/10.1109/tits.2022.3201880,19
2003,J.Aircraft,Comparison of Static and Dynamic Neural Networks for Limit Cycle Oscillation Prediction,Michael R. Johnson; Charles Denegri,https://doi.org/10.2514/2.3075,19
2010,ESWA,Short-term Maharashtra state electrical power load prediction with special emphasis on seasonal changes using a novel focused time lagged recurrent neural network based on time delay neural network model,Sanjay M. Kelo; Sanjay V. Dudul,https://doi.org/10.1016/j.eswa.2010.07.070,19
2023,ESWA,Transport causality knowledge-guided GCN for propagated delay prediction in airport delay propagation networks,Mengyuan Sun; Yong Tian; Xunuo Wang; Xiao Huang; Qianqian Li,https://doi.org/10.1016/j.eswa.2023.122426,19
2018,T-AC,A Predictor-Based Model Reference Adaptive Controller for Time-Delay Systems,Kim‐Doang Nguyen,https://doi.org/10.1109/tac.2018.2823269,18
2022,Automatica,Prediction-based controller for linear systems with stochastic input delay,Sijia Kong; Delphine Bresch‐Pietri,https://doi.org/10.1016/j.automatica.2021.110149,18
2015,IJRNC,Pseudo‐predictor feedback control of discrete‐time linear systems with a single input delay,Bin Zhou; Xuefei Yang; James Lam,https://doi.org/10.1002/rnc.3478,18
2022,T-ITS,Analysis of Vehicle Location Prediction Errors for Safety Applications in Cooperative-Intelligent Transportation Systems,Nishanthi Dasanayaka; Yanming Feng,https://doi.org/10.1109/tits.2022.3141710,18
2024,T-IV,Simultaneous Compensation of Actuation and Communication Delays for Heterogeneous Platoons via Predictor-Feedback CACC With Integral Action,Amirhossein Samii; Nikolaos Bekiaris‐Liberis,https://doi.org/10.1109/tiv.2024.3355334,18
1997,T-CST,Predictive compensation of time-varying computing delay on real-time control systems,S.J. Ovaska; Olli Vainio,https://doi.org/10.1109/87.623038,18
2017,T-CST,A Dual-Loop Control System for Dense Medium Coal Washing Processes With Sampled and Delayed Measurements,Lijun Zhang; Xiaohua Xia; Bing Zhu,https://doi.org/10.1109/tcst.2016.2640946,18
2023,T-AC,Stabilization of Linear Systems With Time Delay and Disturbance: A New State Prediction Approach,Kai Zhao; Jinhui Zhang; Zhongqi Sun; Duanduan Chen,https://doi.org/10.1109/tac.2023.3312558,17
2015,Automatica,Nonlinear predictors for systems with bounded trajectories and delayed measurements,Stefano Battilotti,https://doi.org/10.1016/j.automatica.2015.06.007,17
2016,IJRNC,Robust controller design for input‐delayed systems using predictive feedback and an uncertainty estimator,Ricardo Sanz; Pedro García; Pedro Albertos; Qing‐Chang Zhong,https://doi.org/10.1002/rnc.3639,17
2011,JFI,Sampled-data predictive control for uncertain jump systems with partly unknown jump rates and time-varying delay,Jiwei Wen; Fei Liu; Sing Kiong Nguang,https://doi.org/10.1016/j.jfranklin.2011.11.004,17
2014,JFI,SCHMM-based modeling and prediction of random delays in networked control systems,Yuan Ge; Qigong Chen; Ming Jiang; Yiqing Huang,https://doi.org/10.1016/j.jfranklin.2013.12.021,17
2021,JGCD,Time-Delay Prediction–Based Smith Predictive Control for Space Teleoperation,Haifei Chen; Zhengxiong Liu,https://doi.org/10.2514/1.g005714,17
2024,T-ITS,A Sequence-to-Sequence Car-Following Model for Addressing Driver Reaction Delay and Cumulative Error in Multi-Step Prediction,Nan Xu; Chaoyi Chen; Yao Zhang; Jiawei Wang; Qiao Liu,https://doi.org/10.1109/tits.2024.3380708,17
2019,J.Aircraft,Transitional Delayed Detached-Eddy Simulation of Multielement High-Lift Airfoils,James G. Coder; Hector D. Ortiz-Melendez,https://doi.org/10.2514/1.c035161,17
2021,CEP,Idle speed control with low-complexity offset-free explicit model predictive control in presence of system delay,Sang Hwan Son; Se-Kyu Oh; Byung Jun Park; Min Jun Song; Jong Min Lee,https://doi.org/10.1016/j.conengprac.2021.104990,17
2021,JAS,Designing Discrete Predictor-Based Controllers for Networked Control Systems with Time-varying Delays: Application to A Visual Servo Inverted Pendulum System,Yang Deng; Vincent Léchappé; Changda Zhang; Emmanuel Moulay; Dajun Du,https://doi.org/10.1109/jas.2021.1004249,17
2019,Automatica,Predictor-based control of stochastic systems with nonlinear diffusions and input delay,Filippo Cacace; Alfredo Germani; Costanzo Manes; Marco Papi,https://doi.org/10.1016/j.automatica.2019.05.019,16
2019,Automatica,Design of pseudo-predictor feedback for neutral-type linear systems with both state and input delays,Bin Zhou; Qingsong Liu; Wim Michiels,https://doi.org/10.1016/j.automatica.2019.108502,16
2015,T-Mech,"Physiological Organ Motion Prediction and Compensation Based on Multirate, Delayed, and Unregistered Measurements in Robot-Assisted Surgery and Therapy",Meaghan Bowthorpe; Mahdi Tavakoli,https://doi.org/10.1109/tmech.2015.2482391,16
2023,T-IE,Predictive State Observer-Based Set-Point Learning Control for Batch Manufacturing Processes With Delay Response,Tao Liu; Shoulin Hao; Youqing Wang; Jing Na,https://doi.org/10.1109/tie.2023.3245217,16
2024,T-IE,Model-Free Current Predictive Control Method for Switched Reluctance Motors,Guoqiang Han; Huimin Zhu; Lin Zhang; Jingwei Hong; Beibei Zhu,https://doi.org/10.1109/tie.2024.3349569,16
2022,T-ITS,Robust Real-Time Delay Predictions in a Network of High-Frequency Urban Buses,Héctor Rodríguez-Déniz; Mattias Villani,https://doi.org/10.1109/tits.2022.3149656,16
2024,T-ITS,Bayesian Spatio-Temporal Graph Convolutional Network for Railway Train Delay Prediction,Jianmin Li; Xinyue Xu; Xin Ding; Jun Liu; Bin Ran,https://doi.org/10.1109/tits.2024.3409754,16
2017,T-AC,Global Adaptive Controller for Linear Systems With Unknown Input Delay,Chao Huang; Changbin Yu,https://doi.org/10.1109/tac.2017.2714858,15
2019,IJRNC,Robust sampled‐data model predictive control for networked systems with time‐varying delay,Ting Shi; Peng Shi; Shuoyu Wang,https://doi.org/10.1002/rnc.4483,15
2020,IJRNC,Dynamic predictor for systems with state and input delay: A time‐domain robust stability analysis,Luis Antonio Esteve Juárez; Sabine Mondié; Vladimir L. Kharitonov,https://doi.org/10.1002/rnc.4879,15
2020,IJRNC,Stabilization of linear systems with time‐varying input delay by event‐triggered delay independent truncated predictor feedback,Yijing Xie; Yusheng Wei; Zongli Lin,https://doi.org/10.1002/rnc.5045,15
2024,IJRNC,Nonlinear predictor‐feedback cooperative adaptive cruise control of vehicles with nonlinear dynamics and input delay,Nikolaos Bekiaris‐Liberis,https://doi.org/10.1002/rnc.7204,15
2012,T-ITS,Heterogeneous Delay Embedding for Travel Time and Energy Cost Prediction Via Regression Analysis,Tingting Mu; Jianmin Jiang; Yan Wang,https://doi.org/10.1109/tits.2012.2210419,15
