Year,Venue,Title,Authors,DOI,Citations
2014,Automatica,New predictive scheme for the control of LTI systems with input delay and unknown disturbances,Vincent Léchappé; Emmanuel Moulay; Franck Plestan; Alain Glumineau; Abdelhamid Chriette,https://doi.org/10.1016/j.automatica.2014.11.003,150
2019,T-ITS,Subway Passenger Flow Prediction for Special Events Using Smart Card Data,Enhui Chen; Zhirui Ye; Chao Wang; Mingtao Xu,https://doi.org/10.1109/tits.2019.2902405,150
2008,T-IE,Comparison of Prediction Techniques to Compensate Time Delays Caused by Digital Control of a Three-Phase Buck-Type PWM Rectifier System,Thomas Nußbaumer; Marcelo Lobo Heldwein; Guanghai Gong; S.D. Round; Johann W. Kolar,https://doi.org/10.1109/tie.2007.909061,148
2009,Automatica,Distributed model predictive control of nonlinear systems subject to asynchronous and delayed measurements,Jinfeng Liu; David Muñoz de la Peña; Panagiotis D. Christofides,https://doi.org/10.1016/j.automatica.2009.10.033,141
2000,T-Mech,Development of a multi-behavior based mobile robot for remote supervisory control through the Internet,Ren Luo; Tse Min Chen,https://doi.org/10.1109/3516.891049,137
2018,T-IE,Networked Fuzzy Predictive Control of Power Buffers for Dynamic Stabilization of DC Microgrids,Navid Vafamand; Mohammad Hassan Khooban; Tomislav Dragičević; Frede Blaabjerg,https://doi.org/10.1109/tie.2018.2826485,136
2011,Automatica,Predictor-based control for an uncertain Euler–Lagrange system with input delay,Nitin Sharma; Shubhendu Bhasin; Qiang Wang; Warren E. Dixon,https://doi.org/10.1016/j.automatica.2011.03.016,134
2010,T-IE,Control Over Imperfect Networks: Model-Based Predictive Networked Control Systems,Ahmet Onat; Teoman Naskali; Emrah Mehmet Parlakay; Ozan Mutluer,https://doi.org/10.1109/tie.2010.2051932,132
2013,Automatica,Robustness of nonlinear predictor feedback laws to time- and state-dependent delay perturbations,Nikolaos Bekiaris‐Liberis; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2013.02.050,130
2016,T-IE,Predictor-Based Control of a Class of Time-Delay Systems and Its Application to Quadrotors,Ricardo Sanz; Pedro García; Qing‐Chang Zhong; Pedro Albertos,https://doi.org/10.1109/tie.2016.2609378,129
2011,T-AC,Cascade High Gain Predictors for a Class of Nonlinear Systems,Tarek Ahmed‐Ali; Estelle Cherrier; F Lamnabhi-Lagarrigue,https://doi.org/10.1109/tac.2011.2161795,128
2013,T-IE,Output Tracking Control for Networked Systems: A Model-Based Prediction Approach,Zhong‐Hua Pang; Shuai Liu; Donghua Zhou; Maoyin Chen,https://doi.org/10.1109/tie.2013.2289890,128
2005,T-AC,Constrained MPC algorithm for uncertain time-varying systems with state-delay,Seung Cheol Jeong; PooGyeon Park,https://doi.org/10.1109/tac.2004.841920,125
2016,T-CST,Data-Driven Nonlinear Subspace Modeling for Prediction and Control of Molten Iron Quality Indices in Blast Furnace Ironmaking,Ping Zhou; Heda Song; Hong Wang; Tianyou Chai,https://doi.org/10.1109/tcst.2016.2631124,125
2013,T-IE,Input-to-State Stability for Networked Predictive Control With Random Delays in Both Feedback and Forward Channels,Xi‐Ming Sun; Di Wu; Shuai Liu; Wei Wang,https://doi.org/10.1109/tie.2013.2278953,114
2022,T-ITS,A Novel Spatial-Temporal Multi-Scale Alignment Graph Neural Network Security Model for Vehicles Prediction,Chunyan Diao; Dafang Zhang; Wei Liang; Kuan‐Ching Li; Yujie Hong,https://doi.org/10.1109/tits.2022.3140229,112
2012,T-CST,Design and Stability Analysis of Networked Predictive Control Systems,Jinhui Zhang; Yuanqing Xia; Peng Shi,https://doi.org/10.1109/tcst.2012.2208967,107
2014,Automatica,Input delay compensation of linear systems with both state and input delays by nested prediction,Bin Zhou,https://doi.org/10.1016/j.automatica.2014.03.010,102
2019,T-IE,Output-Based Event-Triggered Predictive Control for Networked Control Systems,Rongni Yang; Wei Xing Zheng,https://doi.org/10.1109/tie.2019.2958303,101
2021,AST,A novel hybrid method for flight departure delay prediction using Random Forest Regression and Maximal Information Coefficient,Zhen Guo; Bin Yu; Mengyan Hao; Wensi Wang; Yu Jiang,https://doi.org/10.1016/j.ast.2021.106822,99
2010,Automatica,Recursive predictor design for state and output feedback controllers for linear time delay systems,Mrdjan Janković,https://doi.org/10.1016/j.automatica.2010.01.021,96
2008,T-IE,Experimental Analysis of an Internet-Based Bilateral Teleoperation System With Motion and Force Scaling Using a Model Predictive Controller,T. Slama; Alberto Trevisani; Didier Aubry; Roberto Oboe; Frédéric Kratz,https://doi.org/10.1109/tie.2008.928120,96
2006,T-RO,Model Predictive Control for Transparent Teleoperation Under Communication Time Delay,Shahin Sirouspour; Ali Shahdi,https://doi.org/10.1109/tro.2006.882939,95
2017,T-AC,"Consensus of Discrete-Time Linear Multiagent Systems With Communication, Input and Output Delays",Xiang Xu; Lu Liu; Gang Feng,https://doi.org/10.1109/tac.2017.2720703,95
2012,T-ITS,A Methodological Approach for Estimating Temporal and Spatial Extent of Delays Caused by Freeway Accidents,Younshik Chung; Wilfred W. Recker,https://doi.org/10.1109/tits.2012.2190282,95
1996,T-CST,Adaptive control of full penetration gas tungsten arc welding,Yu.M. Zhang; Radovan Kovacevic; Li Li,https://doi.org/10.1109/87.508887,95
2017,T-IE,Predictive Approach for Sensorless Bimanual Teleoperation Under Random Time Delays With Adaptive Fuzzy Control,Zhenyu Lu; Panfeng Huang; Zhengxiong Liu,https://doi.org/10.1109/tie.2017.2745445,94
2021,T-IE,A Generalized Observer-Based Robust Predictive Current Control Strategy for PMSM Drive System,Xinyue Li; Wei Tian; Xiaonan Gao; Qifan Yang; Ralph Kennel,https://doi.org/10.1109/tie.2021.3062271,94
2022,JAS,Coordination of Networked Nonlinear Multi-Agents Using a High-Order Fully Actuated Predictive Control Strategy,Shuai Liu,https://doi.org/10.1109/jas.2022.105449,92
2016,Automatica,Enhanced disturbance rejection for a predictor-based control of LTI systems with input delay,Ricardo Sanz; Pedro García; Pedro Albertos,https://doi.org/10.1016/j.automatica.2016.05.019,90
2013,T-AC,Consensus of Discrete-Time Linear Networked Multi-Agent Systems With Communication Delays,Chong Tan; Shuai Liu,https://doi.org/10.1109/tac.2013.2261177,89
2016,T-ITS,Increased Traffic Flow Through Node-Based Bottleneck Prediction and V2X Communication,Christian Backfrieder; Gerald Ostermayer; Christoph F. Mecklenbräuker,https://doi.org/10.1109/tits.2016.2573292,88
2016,T-AC,Predictor-Feedback Stabilization of Multi-Input Nonlinear Systems,Nikolaos Bekiaris‐Liberis; Miroslav Krstić,https://doi.org/10.1109/tac.2016.2558293,87
2013,Automatica,Delay-robustness of linear predictor feedback without restriction on delay rate,Iasson Karafyllis; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2013.02.019,87
2018,T-VT,Smith Predictor Compensating for Vehicle Actuator Delays in Cooperative ACC Systems,Haitao Xing; Jeroen Ploeg; Henk Nijmeijer,https://doi.org/10.1109/tvt.2018.2886467,87
2011,T-AC,"Iterative Distributed Model Predictive Control of Nonlinear Systems: Handling Asynchronous, Delayed Measurements",Jinfeng Liu; Xianzhong Chen; David Muñoz de la Peña; P.D. Christofides,https://doi.org/10.1109/tac.2011.2164729,86
2021,T-ITS,A Deep Learning Approach for Flight Delay Prediction Through Time-Evolving Graphs,Kaiquan Cai; Yue Li; Yi‐Ping Fang; Yanbo Zhu,https://doi.org/10.1109/tits.2021.3103502,86
2006,IJRR,Smith Predictor Type Control Architectures for Time Delayed Teleoperation,Andrew Smith; Keyvan Hashtrudi-Zaad,https://doi.org/10.1177/0278364906068393,85
2017,T-IE,Robust Tracking Control of Networked Control Systems With Communication Constraints and External Disturbance,Meng Li; Yong Chen,https://doi.org/10.1109/tie.2017.2652398,85
2018,T-II,Data Center Control Strategy for Participation in Demand Response Programs,Lisette Cupelli; Thomas Schütz; Pooyan Jahangiri; Marcus Fuchs; Antonello Monti,https://doi.org/10.1109/tii.2018.2806889,84
2022,T-II,Distributed 3-D Time-Varying Formation Control of Underactuated AUVs With Communication Delays Based on Data-Driven State Predictor,Jialu Du; Jian Li; Frank L. Lewis,https://doi.org/10.1109/tii.2022.3194632,84
2018,T-II,From Best Effort to Deterministic Packet Delivery for Wireless Industrial IoT Networks,Remous-Aris Koutsiamanis; Georgios Z. Papadopoulos; Xenofon Fafoutis; Julián M. Del Fiore; Pascal Thubert,https://doi.org/10.1109/tii.2018.2856884,83
2017,T-ITS,Application of Predictor Feedback to Compensate Time Delays in Connected Cruise Control,Tamás G. Molnár; Wubing B. Qin; Tamás Insperger; Gábor Orosz,https://doi.org/10.1109/tits.2017.2754240,83
2023,ESWA,A CNN-LSTM framework for flight delay prediction,Qiang Li; Xinjia Guan; Jinpeng Liu,https://doi.org/10.1016/j.eswa.2023.120287,83
2016,T-IE,Delay Estimation and Predictive Control of Uncertain Systems With Input Delay: Application to a DC Motor,Vincent Léchappé; Sébastien Rouquet; Mario Alberto González Vázquez; Franck Plestan; J. De León-Morales,https://doi.org/10.1109/tie.2016.2527692,82
2013,Automatica,An extension of the prediction scheme to the case of systems with both input and state delay,Vladimir L. Kharitonov,https://doi.org/10.1016/j.automatica.2013.09.042,81
2020,T-VT,Min-Max Model Predictive Vehicle Platooning With Communication Delay,Jianglin Lan; Dezong Zhao,https://doi.org/10.1109/tvt.2020.3025729,81
2016,T-II,Prediction of Failure in Lubricated Surfaces Using Acoustic Time–Frequency Features and Random Forest Algorithm,Sergey Shevchik; Fatemeh Saeidi; Bastian Meylan; Kilian Wasmer,https://doi.org/10.1109/tii.2016.2635082,80
2022,T-ITS,Robust Min-Max Model Predictive Vehicle Platooning With Causal Disturbance Feedback,Jianshan Zhou; Daxin Tian; Zhengguo Sheng; Xuting Duan; Guixian Qu,https://doi.org/10.1109/tits.2022.3146149,80
2013,Automatica,Stabilization of nonlinear delay systems using approximate predictors and high-gain observers,Iasson Karafyllis; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2013.09.006,78
2012,T-II,Improved Dead-Beat Predictive DPC Strategy of Grid-Connected DC–AC Converters With Switching Loss Minimization and Delay Compensations,Jiabing Hu,https://doi.org/10.1109/tii.2012.2223705,78
2005,T-CST,A unified Smith predictor approach for power system damping control design using remote signals,R. Majumder; Balarko Chaudhuri; Bikash C. Pal; Qing‐Chang Zhong,https://doi.org/10.1109/tcst.2005.854340,78
2011,T-IE,Current-Sensing Resistor Design to Include Current Derivative in PWM H-Bridge Unipolar Switching Power Amplifiers for Magnetic Bearings,Yuan Ren; Jiancheng Fang,https://doi.org/10.1109/tie.2011.2179277,77
2016,Automatica,Exact predictor feedbacks for multi-input LTI systems with distinct input delays,Daisuke Tsubakino; Miroslav Krstić; Tiago Roux Oliveira,https://doi.org/10.1016/j.automatica.2016.04.047,76
2020,T-AC,Tube-Based Model Predictive Control Using Multidimensional Taylor Network for Nonlinear Time-Delay Systems,Hong‐Sen Yan; Zheng‐Yi Duan,https://doi.org/10.1109/tac.2020.3005674,75
2017,Automatica,Stabilization of linear systems with both input and state delays by observer–predictors,Bin Zhou; Qingsong Liu; Frédéric Mazenc,https://doi.org/10.1016/j.automatica.2017.06.027,75
2019,T-VT,Prediction-Based Delay Optimization Data Collection Algorithm for Underwater Acoustic Sensor Networks,Guangjie Han; Songjie Shen; Hao Wang; Jinfang Jiang; Mohsen Guizani,https://doi.org/10.1109/tvt.2019.2914586,74
2006,ESWA,Software maintenance project delays prediction using Bayesian Networks,A DEMELO; A SANCHEZ,https://doi.org/10.1016/j.eswa.2006.10.040,74
2022,T-IE,Performance Analysis of Improved ADRCs for a Class of High-Order Processes With Verification on Main Steam Pressure Control,Zhenlong Wu; Donghai Li; Yanhong Liu; YangQuan Chen,https://doi.org/10.1109/tie.2022.3192687,73
2020,T-II,Cooperative Deep Dynamic Feature Extraction and Variable Time-Delay Estimation for Industrial Quality Prediction,Le Yao; Zhiqiang Ge,https://doi.org/10.1109/tii.2020.3021047,70
2020,T-II,Delay-Tolerant Predictive Power Compensation Control for Photovoltaic Voltage Regulation,Zhanqiang Zhang; Yateendra Mishra; Dong Yue; Chunxia Dou; Bo Zhang,https://doi.org/10.1109/tii.2020.3024069,70
2016,T-AC,Stabilization of Nonlinear Time-Varying Systems Through a New Prediction Based Approach,Frédéric Mazenc; Michael Malisoff,https://doi.org/10.1109/tac.2016.2600500,69
2014,Automatica,Pseudo-predictor feedback stabilization of linear systems with time-varying input delays,Bin Zhou,https://doi.org/10.1016/j.automatica.2014.08.036,69
2022,T-ITS,Distributed Model Predictive Control for Vehicle Platoon With Mixed Disturbances and Model Uncertainties,Xiaorong Hu; Lantao Xie; Lei Xie; Shan Lu; Weihua Xu,https://doi.org/10.1109/tits.2022.3153307,69
2009,T-CST,Guaranteed Cost Control for Networked Control Systems Based on an Improved Predictive Control Method,Rui Wang; Shuai Liu; Wei Wang; D. Rees; Yun‐Bo Zhao,https://doi.org/10.1109/tcst.2009.2035611,69
2016,Automatica,Predictor-based networked control under uncertain transmission delays,Anton Selivanov; Emilia Fridman,https://doi.org/10.1016/j.automatica.2016.03.032,68
2022,Automatica,Event-triggered predictive control of nonlinear stochastic systems with output delay,Xuetao Yang; Hua Wang; Quanxin Zhu,https://doi.org/10.1016/j.automatica.2022.110230,68
2022,ESWA,Fractional order time-delay multivariable discrete grey model for short-term online public opinion prediction,Shuli Yan; Qi Su; Zaiwu Gong; Xiangyan Zeng,https://doi.org/10.1016/j.eswa.2022.116691,68
2004,Automatica,An innovation approach to H∞ prediction for continuous-time systems with application to systems with delayed measurements,Huanshui Zhang; David Zhang; Lihua Xie,https://doi.org/10.1016/j.automatica.2004.02.016,67
2005,JGCD,Langrangian Delay Predictive Model for Sector-Based Air Traffic Flow,Alexandre M. Bayen; P. Grieder; George E. Meyer; Claire J. Tomlin,https://doi.org/10.2514/1.15242,67
2008,T-CST,Design and Practical Implementation of Internet-Based Predictive Control of a Servo System,Senchun Chai; Shuai Liu; D. Rees; Yuanqing Xia,https://doi.org/10.1109/tcst.2007.903095,67
2014,T-AC,Prediction-Based Stabilization of Linear Systems Subject to Input-Dependent Input Delay of Integral-Type,Delphine Bresch‐Pietri; Jonathan Chauvin; Nicolas Petit,https://doi.org/10.1109/tac.2014.2322238,66
2015,T-AC,Feedback Linearization for Nonlinear Systems With Time-Varying Input and Output Delays by Using High-Gain Predictors,Jing Lei; Hassan K. Khalil,https://doi.org/10.1109/tac.2015.2491719,66
2013,T-II,Calculation-Delay Tolerant Predictive Current Controller for Three-Phase Inverters,Jontan Roberto Fischer; Sergio A. González; Mario A. Herran; Marcos G. Judewicz; Daniel Carrica,https://doi.org/10.1109/tii.2013.2276104,66
2021,T-ITS,Train Time Delay Prediction for High-Speed Train Dispatching Based on Spatio-Temporal Graph Convolutional Network,Dalin Zhang; Yunjuan Peng; Yumei Zhang; Daohua Wu; Hongwei Wang,https://doi.org/10.1109/tits.2021.3097064,66
2006,T-CST,Predictive teleoperation of constrained dynamic systems via Internet-like channels,A. Casavola; E. Mosca; Mauro Papini,https://doi.org/10.1109/tcst.2006.876637,66
2016,Automatica,Stability of predictor-based feedback for nonlinear systems with distributed input delay,Nikolaos Bekiaris‐Liberis; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2016.04.011,65
2014,IJRNC,Model‐based event‐triggered predictive control for networked systems with communication delays compensation,Xiuxia Yin; Dong Yue; Songlin Hu,https://doi.org/10.1002/rnc.3281,65
2015,T-AC,Adaptive Controller for Linear System With Input Delay and Output Disturbance,Anton A. Pyrkin; Alexey Bobtsov,https://doi.org/10.1109/tac.2015.2509428,64
2017,T-AC,Disturbance Compensation With Finite Spectrum Assignment for Plants With Input Delay,Igor B. Furtat; Emilia Fridman; Аlexander L. Fradkov,https://doi.org/10.1109/tac.2017.2732279,63
2017,Automatica,"Output feedback control of linear systems with input, state and output delays by chains of predictors",Filippo Cacace; Alfredo Germani,https://doi.org/10.1016/j.automatica.2017.08.013,63
2021,T-II,A Resource Allocation Scheme for Joint Optimizing Energy Consumption and Delay in Collaborative Edge Computing-Based Industrial IoT,Zilong Jin; Chengbo Zhang; Yuanfeng Jin; Lejun Zhang; Jian Su,https://doi.org/10.1109/tii.2021.3125376,62
2017,T-CST,Predictor-Based Disturbance Rejection Control for Sampled Systems With Input Delay,Tao Liu; Shoulin Hao; Dewei Li; Wen‐Hua Chen; Qing‐Guo Wang,https://doi.org/10.1109/tcst.2017.2781651,60
2019,Automatica,Feedback linearization based predictor for time delay control of a high-DOF robot manipulator,Mostafa Bagheri; Peiman Naseradinmousavi; Miroslav Krstić,https://doi.org/10.1016/j.automatica.2019.06.037,59
2021,Automatica,Predictor-based periodic event-triggered control for nonlinear uncertain systems with input delay,Jiankun Sun; Jun Yang; Zhigang Zeng,https://doi.org/10.1016/j.automatica.2021.110055,59
2008,IJRNC,Model predictive control for networked control systems,Jing Wu; Liqian Zhang; Tongwen Chen,https://doi.org/10.1002/rnc.1361,59
2017,IJRNC,Event‐triggered predictive control for networked control systems with network‐induced delays and packet dropouts,Hongjiu Yang; Xiaodong Guo; Li Dai; Yuanqing Xia,https://doi.org/10.1002/rnc.3958,59
2014,T-IE,Sliding-Mode Predictive Control of Networked Control Systems Under a Multiple-Packet Transmission Policy,Hongbo Li; Hongjiu Yang; Fuchun Sun; Yuanqing Xia,https://doi.org/10.1109/tie.2014.2311411,59
2022,ESWA,Flight delay prediction from spatial and temporal perspective,Qiang Li; Ranzhe Jing,https://doi.org/10.1016/j.eswa.2022.117662,58
2020,Automatica,Distributed economic dispatch via a predictive scheme: Heterogeneous delays and privacy preservation,Fei Chen; Xiaozheng Chen; Linying Xiang; Wei Ren,https://doi.org/10.1016/j.automatica.2020.109356,57
2005,CEP,Proportional navigation guidance using predictive and time delay control,S. E. Talole; Arijit Ghosh; S. B. Phadke,https://doi.org/10.1016/j.conengprac.2005.11.003,57
2020,Automatica,Predictor methods for decentralized control of large-scale systems with input delays,Yang Zhu; Emilia Fridman,https://doi.org/10.1016/j.automatica.2020.108903,56
2011,T-AC,Distributed Failure Prognosis of Discrete Event Systems With Bounded-Delay Communications,Shigemasa Takai; Ratnesh Kumar,https://doi.org/10.1109/tac.2011.2173419,55
2018,T-AC,Consensusability of Multiagent Systems With Delay and Packet Dropout Under Predictor-Like Protocols,Juanjuan Xu; Huanshui Zhang; Lihua Xie,https://doi.org/10.1109/tac.2018.2882157,55
2021,T-AC,Predictor-Feedback Prescribed-Time Stabilization of LTI Systems With Input Delay,Nicolás Espitia; Wilfrid Perruquetti,https://doi.org/10.1109/tac.2021.3093527,55
2017,T-IE,New Predictor and 2DOF Control Scheme for Industrial Processes With Long Time Delay,Tao Liu; Pedro García; Yueling Chen; Xuhui Ren; Pedro Albertos,https://doi.org/10.1109/tie.2017.2760839,54
2021,T-II,Model Predictive Control for Networked Multiple Linear Motors System Under DoS Attack and Time Delay,Li Qiu; Longcheng Dai; Usama Ahsan; Fang Chen; Marzieh Najariyan,https://doi.org/10.1109/tii.2021.3139127,54
2011,T-AC,Improvement for Consensus Performance of Multi-Agent Systems Based on Weighted Average Prediction,Huajing Fang; Zhihai Wu; Jia Wei,https://doi.org/10.1109/tac.2011.2162892,53
2014,T-IE,A Stable Mode-Transition Technique for a Digitally Controlled Non-Inverting Buck–Boost DC–DC Converter,Chien-Hung Tsai; Yu-Shin Tsai; Han-Chien Liu,https://doi.org/10.1109/tie.2014.2327565,53
2022,T-CST,Distributed Nonlinear Trajectory Optimization for Multi-Robot Motion Planning,Laura Ferranti; Lorenzo Lyons; Rudy R. Negenborn; Tamás Keviczky; Javier Alonso–Mora,https://doi.org/10.1109/tcst.2022.3211130,53
2023,ESWA,Improving flight delays prediction by developing attention-based bidirectional LSTM network,Maged Mamdouh; Mostafa Ezzat; Hesham A. Hefny,https://doi.org/10.1016/j.eswa.2023.121747,53
2019,Automatica,An LMI condition for the robustness of constant-delay linear predictor feedback with respect to uncertain time-varying input delays,Hugo Lhachemi; Christophe Prieur; Robert Shorten,https://doi.org/10.1016/j.automatica.2019.108551,52
2016,IJRNC,Stabilization of strict-feedback nonlinear systems with input delay using closed-loop predictors,Filippo Cacace; Francesco Conte; Alfredo Germani; Pierdomenico Pepe,https://doi.org/10.1002/rnc.3517,52
2016,JFI,Robust model predictive tracking control of hypersonic vehicles in the presence of actuator constraints and input delays,Qin Weiwei; Bing He; Gang Liu; Zhao Pengtao,https://doi.org/10.1016/j.jfranklin.2016.08.007,52
2013,T-AES,Hierarchical Decentralized Receding Horizon Control of Multiple Vehicles with Communication Failures,Hojjat A. Izadi; Brandon W. Gordon; Youmin Zhang,https://doi.org/10.1109/taes.2013.6494378,52
2016,T-AC,Truncated Predictor Control of Lipschitz Nonlinear Systems With Time-Varying Input Delay,Zongyu Zuo; Zongli Lin; Zhengtao Ding,https://doi.org/10.1109/tac.2016.2635021,51
2018,T-AC,PDE Boundary Control of Multi-Input LTI Systems With Distinct and Uncertain Input Delays,Yang Zhu; Miroslav Krstić; Hongye Su,https://doi.org/10.1109/tac.2018.2810038,51
2024,Automatica,PDE-based observation and predictor-based control for linear systems with distributed infinite input and output delays,Xiang Xu; Bin Li,https://doi.org/10.1016/j.automatica.2024.111845,51
2011,T-VT,Experimental Validation of Channel State Prediction Considering Delays in Practical Cognitive Radio,Zhe Chen; Nan Guo; Zhen Hu; Robert C. Qiu,https://doi.org/10.1109/tvt.2011.2116051,51
2022,ESWA,An improved grey multivariable time-delay prediction model with application to the value of high-tech industry,Huimin Zhou; Yaoguo Dang; Deling Yang; Junjie Wang; Yingjie Yang,https://doi.org/10.1016/j.eswa.2022.119061,51
2014,Automatica,On robustness of predictor feedback control of linear systems with input delays,Zhao‐Yan Li; Bin Zhou; Zongli Lin,https://doi.org/10.1016/j.automatica.2014.03.018,50
2017,Automatica,Stabilization and robustness analysis for time-varying systems with time-varying delays using a sequential subpredictors approach,Frédéric Mazenc; Michael Malisoff,https://doi.org/10.1016/j.automatica.2017.04.020,50
2019,T-Mech,Mode Switching-Based Symmetric Predictive Control Mechanism for Networked Teleoperation Space Robot System,Haifei Chen; Panfeng Huang; Zhengxiong Liu,https://doi.org/10.1109/tmech.2019.2946197,50
2015,T-IE,A New Generalized Robust Predictive Current Control for Grid-Connected Inverters Compensates Anti-Aliasing Filters Delay,Jaime Castelló; J.M. Espı́; Rafael García-Gil,https://doi.org/10.1109/tie.2015.2497303,50
2021,Sci-Rob,Mutual gaze with a robot affects human neural activity and delays decision-making processes,Marwen Belkaid; Kyveli Kompatsiari; Davide De Tommaso; Ingrid Zablith; Agnieszka Wykowska,https://doi.org/10.1126/scirobotics.abc5044,49
2024,ESWA,"Predicting construction delay risks in Saudi Arabian projects: A comparative analysis of CatBoost, XGBoost, and LGBM",Saleh Alsulamy,https://doi.org/10.1016/j.eswa.2024.126268,49
2013,T-AC,Stability of Sequence-Based Control With Random Delays and Dropouts,Daniel E. Quevedo; Isabel Jurado,https://doi.org/10.1109/tac.2013.2286911,48
2022,Automatica,Predictor-based output feedback stabilization of an input delayed parabolic PDE with boundary measurement,Hugo Lhachemi; Christophe Prieur,https://doi.org/10.1016/j.automatica.2021.110115,48
2020,IJRNC,Cooperative path following of constrained autonomous vehicles with model predictive control and event‐triggered communications,Nguyen T. Hung; A. Pascoal; Tor Arne Johansen,https://doi.org/10.1002/rnc.4896,48
2022,T-ITS,Enhancing the Understanding of Train Delays With Delay Evolution Pattern Discovery: A Clustering and Bayesian Network Approach,Ping Huang; Thomas Spanninger; Francesco Corman,https://doi.org/10.1109/tits.2022.3140386,48
2024,T-ITS,A Multi-Source Dynamic Temporal Point Process Model for Train Delay Prediction,Dalin Zhang; Chenyue Du; Yunjuan Peng; Jiqiang Liu; Sabah Mohammed,https://doi.org/10.1109/tits.2024.3430031,48
2011,T-IE,Fault Detection and Compensation for Linear Systems Over Networks With Random Delays and Clock Asynchronism,Bo Liu; Yuanqing Xia,https://doi.org/10.1109/tie.2010.2103533,47
2022,T-CST,Hierarchical Model Predictive Control for On-Line High-Speed Railway Delay Management and Train Control in a Dynamic Operations Environment,Yihui Wang; Songwei Zhu; Shukai Li; Lixing Yang; Bart De Schutter,https://doi.org/10.1109/tcst.2022.3140805,47
2017,T-AC,Input-to-State Stability and Inverse Optimality of Linear Time-Varying-Delay Predictor Feedbacks,Xiushan Cai; Nikolaos Bekiaris‐Liberis; Miroslav Krstić,https://doi.org/10.1109/tac.2017.2722104,46
2011,Automatica,Predictor-based stabilization of discrete time-varying input-delay systems,Antonio González; Antonio Sala; Pedro Albertos,https://doi.org/10.1016/j.automatica.2011.10.005,46
2015,Automatica,Predictive control of nonlinear continuous networked control systems with large time-varying transmission delays and transmission protocols,Xi‐Ming Sun; Kun‐Zhi Liu; Changyun Wen; Wei Wang,https://doi.org/10.1016/j.automatica.2015.11.001,46
2012,T-RO,Coherent Pattern Prediction in Swarms of Delay-Coupled Agents,Luis Mier-y-Terán-Romero; Eric Forgoston; Ira B. Schwartz,https://doi.org/10.1109/tro.2012.2198511,45
2018,Automatica,Sliding mode predictive control of linear uncertain systems with delays,H. Caballero‐Barragán; Linda Patricia Osuna-Ibarra; Alexander G. Loukianov; Franck Plestan,https://doi.org/10.1016/j.automatica.2018.04.040,44
2021,T-II,Self-Triggered Min–Max DMPC for Asynchronous Multiagent Systems With Communication Delays,Henglai Wei; Kunwu Zhang; Yang Shi,https://doi.org/10.1109/tii.2021.3127197,44
2017,T-ITS,Predictor-Based Adaptive Cruise Control Design,Nikolaos Bekiaris‐Liberis; Claudio Roncoli; Markos Papageorgiou,https://doi.org/10.1109/tits.2017.2771501,44
2023,CEP,Model predictive control of a semi-active suspension with a shift delay compensation using preview road information,Jayu Kim; Taehoon Lee; Cheol-Joong Kim; Kyongsu Yi,https://doi.org/10.1016/j.conengprac.2023.105584,44
2017,T-AC,Discrete-Time Predictor Feedback for Consensus of Multiagent Systems With Delays,Anton Ponomarev; Zhiyong Chen; Hai-Tao Zhang,https://doi.org/10.1109/tac.2017.2722860,43
2018,T-Mech,A Predictor-Based Framework for Delay Compensation in Networked Closed-Loop Systems,Yingshi Zheng; Mark Brudnak; Paramsothy Jayakumar; Jeffrey L. Stein; Tulga Ersal,https://doi.org/10.1109/tmech.2018.2864722,43
2012,T-IE,Networked Predictive Control of Uncertain Systems With Multiple Feedback Channels,Hongbo Song; Shuai Liu; Li Yu,https://doi.org/10.1109/tie.2012.2225398,43
2009,JGCD,Libration Control of Electrodynamic Tethers Using Predictive Control with Time-Delayed Feedback,Paul Williams,https://doi.org/10.2514/1.41039,43
2011,T-VT,Timely Data Delivery in a Realistic Bus Network,Utku Günay Acer; Paolo Giaccone; David Hay; Giovanni Neglia; Saed Tarapiah,https://doi.org/10.1109/tvt.2011.2179072,43
2015,Automatica,"Predictor based control of linear systems with state, input and output delays",Se Young Yoon; Zongli Lin,https://doi.org/10.1016/j.automatica.2015.01.026,42
2022,T-IE,Robot-Assisted Teleoperation Ultrasound System Based on Fusion of Augmented Reality and Predictive Force,Yongqing Fu; Weiyang Lin; Xinghu Yu; Juan J. Rodríguez-Andina; Huijun Gao,https://doi.org/10.1109/tie.2022.3201322,42
2020,T-ITS,Intelligent Prediction of Train Delay Changes and Propagation Using RVFLNs With Improved Transfer Learning and Ensemble Learning,Ping Zhou; Lefang Chen; Xuewu Dai; Baoxu Li; Tianyou Chai,https://doi.org/10.1109/tits.2020.3002785,42
2015,T-AC,Simple Cascade Observer for a Class of Nonlinear Systems With Long Output Delays,M. Farza; M. M’Saad; Tomas Ménard; Malick Fall; O. Gehan,https://doi.org/10.1109/tac.2015.2427661,41
2009,JGCD,Short-Term National Airspace System Delay Prediction Using Weather Impacted Traffic Index,Banavar Sridhar; Neil Y. Chen,https://doi.org/10.2514/1.38798,41
